AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Sound,Label
0.6032017988195423,1.2946805287553687,1.1771976933045192,0.9564912705334561,0.9175177568839686,1.1366324615894714,0.57329258326199,0
1.1530890996639798,0.36588259935339373,2.0411615386414903,1.2808166014278006,0.7765417149545206,1.308038104824893,0.5587258039421673,0
0.9995655086395375,0.6736420061155228,1.1074787810000055,1.337498737078541,0.713707011966924,0.9254697688843575,0.6943902525419422,0
0.5501389428692334,0.9853247192812535,0.5837198647926125,1.170024283626848,0.8969737682699036,1.176556391296367,0.8281798567702474,0
1.8485657092542223,0.800155342506125,1.5446389422485303,1.4071204112547362,0.7651200316165174,1.3583704448383211,0.7965365115533176,0
1.142771428193993,1.2483070815913577,1.113825744188117,1.128299372329738,1.3519917879903915,0.7676237068422579,0.6504864364461518,0
1.2961405438918758,1.5953317100104523,2.051139177076591,1.311734473193525,0.9507347647153648,1.2933937780470877,0.7019692570803109,0
1.418136946937389,0.5231591009876204,0.8072660278142899,0.6546816836083346,0.8028845845811554,0.6380123185268083,0.8882276063361291,0
1.3494666783605174,1.2492696293288006,1.3648672041418097,1.0261867227609645,0.8765495903975079,1.391774699027021,0.6799060875147949,0
1.1120832790030046,1.771411465063868,1.8739681515991076,0.8079811117733149,0.8253564116753511,0.9732529850534453,0.7664541176053137,0
1.727214546497704,1.6706571201091625,0.7241562209162741,0.531679062471347,1.477021534866532,0.6488680545225831,0.5545174382381304,0
1.089399237723639,1.1027001950690465,1.5809182687591208,1.565444176052144,1.0964087935705178,0.7674390168440022,0.48143701531663885,0
1.0383961973059688,1.3897141657481265,1.1959220659623613,0.7073271941931261,1.3500979950040464,1.1964526198962189,0.9414186692855395,0
2.1002226821232863,1.056268517326679,1.2340161196061183,1.220126330493688,1.19932591687922,1.207669006713226,0.7306594890443889,0
1.2966044694011931,1.0418647884669299,1.1566381889827864,0.9450148667408504,0.9205938738347609,1.2386352744612967,0.5600024951143239,0
1.3254043317882593,1.2017361960114277,1.6304421088766325,1.7568627671300996,0.521672816835252,1.130300494795936,0.7811465043602808,0
1.1682063695098455,1.3544875050717886,1.8344209334988384,1.5592634921243504,0.8214738620721683,0.8418943325144379,0.7541890182260406,0
1.286832808999598,1.0365750630103374,1.1829205246261778,1.2574457520840852,0.8493746784382453,1.0326050492270347,0.5176808007861546,0
0.6335405203928411,1.1715960714209284,1.6223336521702592,1.021933840676052,0.9118477928397573,1.094595538874417,1.3183682889158477,0
0.8864611744667283,0.7673076349752183,1.5349132019049352,1.7536340723679276,0.9721674577413912,0.8057175983482419,0.3388709651492565,0
1.0149109984459697,0.9240158132968894,0.6232670927938947,1.1608266812457253,1.4018758755397376,1.0154817371574714,0.8929791070723532,0
1.277643291303034,1.473078246296578,1.1537242265179892,0.7954605930788123,0.8758578412123041,0.8569314162511122,0.7954635382281823,0
1.4079625487720535,0.547959939052504,0.8366822574385328,1.4710012174794063,0.8179068544742434,0.05076120312288801,0.5455696474081232,0
1.5113302032974125,0.9517026977641503,1.293759044562157,1.2614840279329433,0.5037124437051692,1.2349799064559521,1.0217615111062655,0
1.7883705824802678,1.737082806985873,1.0344621333833226,1.4367272302423835,0.7135837200266549,0.1947331573701031,0.9649661000052661,0
1.4389270886363925,1.8674444548716467,1.0793439382027805,0.7308118431710652,1.292707517980681,1.2896349246852363,0.5409141835824275,0
1.3370258484129536,1.0379873323710507,1.5519556805806003,1.0379981252658208,0.7155674153433191,0.9403508563445689,0.5974762237110955,0
1.1361220793309967,1.0279139432541826,1.527621339353658,0.5834596278905629,0.7603421876285477,0.8181842537168089,0.7534556263565246,0
1.6426755044513797,1.4853055455383384,1.1049212787351483,0.7734923789813788,0.9800649189749144,0.8897651452842035,0.7149632043227895,0
1.0843274009353856,1.097115424902823,0.7748367201634324,0.9725744556438941,1.1824738500290892,0.9002801118255662,0.8804053901347144,0
1.370253255517376,0.6027550698015904,1.2834297230749434,1.207512448292619,1.4118431817077943,1.3358682553294057,0.9614231326386264,0
1.22034758405727,1.427568223414384,1.4263264812509377,0.9757770815063188,1.1849075844357715,0.8448359182704118,0.65196787293396,0
1.464162276345645,1.381978951163934,1.4196976183467183,1.520679093413249,0.6869319477442889,1.4072442422707623,1.0700473731986164,0
1.0937654271911863,1.549025187682402,0.6130474415032359,1.228991600634568,1.2812734149165401,0.7378078731392195,0.48342355498984846,0
0.9524192869287826,0.4772333807639395,1.7547009666626425,0.6870375092559065,0.8154508079117464,1.4789916160193313,0.5972369855812425,0
1.1836670688293847,0.7961512823535423,1.6035722921507354,0.9552331394333833,1.4432643790809505,0.7285690810037339,1.0012671418691799,0
1.1361177128405666,1.6339752793644715,0.7220220050107375,1.2013911110851931,1.3730116755088901,0.8920887283628631,0.9667415817660014,0
1.9741026694131851,1.0436646481312226,1.4594305216692562,0.356502109304656,1.2151558033163383,1.2923963386596602,0.7746280256003009,0
1.1073708654386127,1.2231609737643265,0.9984473652682637,0.6809558917651838,0.684055543716003,0.8864343808135174,0.9579583723076461,0
1.270233005376132,0.8363512860232996,0.7783033496878915,0.7333190783072332,0.9469935484537446,0.5470804855906777,0.629070662357619,0
1.4607968321041271,1.250222654709484,0.887336820250725,1.272980273069698,1.0239427057933823,1.380689661875165,0.09434948937580226,0
1.0468614548557926,0.723585096808327,1.4609633960368134,0.4482754163155894,0.966411680127323,1.3455871867623816,0.7489672527790371,0
0.95093128517752,1.495750096357109,1.081326635680191,1.3627949893871203,0.9704950039096893,1.3810141201907897,0.9461277433711268,0
0.6182339784407351,0.7098776290559101,1.3159617427066606,0.9059540581680166,0.8941535175412012,0.08390017590491117,0.6461312193760027,0
1.0007555863292157,1.4417565397530148,1.3025094207892887,0.8790321158726272,0.7483137655284628,0.9478034839258519,0.5759079628352544,0
0.9820018914148139,1.119907431980078,1.6321312416537996,0.7111142068536505,1.5938710855968659,0.9195662663314388,0.5397300281522107,0
1.8119895201860758,1.0878933881319097,1.1686141441650535,0.9776297535654814,1.030507801370104,1.6755193713137435,0.5004989633906134,0
1.0661987571179363,1.4810323072963525,1.376606385317246,1.0020470960639196,0.5461419046655076,1.1585494541478982,0.7154395708515588,0
1.5590363516243309,1.469827142325189,1.1987772693986294,0.8458540829910403,1.3938899869833181,1.464179038880927,0.48529758914515586,0
1.3053857599165983,1.0407829879553385,1.0453970223351705,0.9677976906283751,1.5051610486191005,1.0341800239566292,0.5894256427147326,0
1.2278596324472328,1.5018498085845255,1.1830220989563938,0.5009810290376813,1.3814857895321693,1.6819881766039328,0.3795854608140659,0
0.4653810853927215,0.7648961654037632,1.2436257211276998,0.7505613869351925,0.5351507232229802,2.0199489094781153,0.5367466283517858,0
1.7920689721200946,1.267819382163213,1.4069806364789774,0.9404603843241329,1.0376990260416115,1.0656207637475348,0.5741144660925472,0
1.5363101266698989,1.0608475407646492,0.8172205627633584,0.623785552712291,0.9618819251530681,1.069487865587244,0.705129530205755,0
1.2660367911342014,1.6074774873611792,1.0835793767158894,0.392101442750922,1.0615156800072323,1.1724464772349807,0.8283696130517979,0
1.5877107615013846,1.2318134567271417,1.0726275178938875,1.645179771156931,1.1749516189429565,1.2763288957212722,0.9414977394792433,0
1.4204654713686018,1.3974228679225313,0.8110640802776964,1.0869166037674103,1.415351585023408,1.2338620661256328,0.8308053195498073,0
1.1566322314956272,1.1360425950447484,1.3663645919645453,1.1067280904022379,1.669995355316206,1.1004149628070534,0.9667300814364708,0
0.7924093314534968,1.0907364640915258,1.6168352929455685,0.9129661301352264,0.8222228360237845,1.000301705221466,0.47311152444865356,0
1.2950765467927203,1.5177226299039157,0.7016365805116516,0.7956599849002534,1.1635163021221941,1.182465843651194,0.3762200899546974,0
1.3766382338078866,0.6304784884406972,1.5121114016951562,0.9406612711528577,1.3870586507825275,1.4700558229970628,0.649914854458022,0
1.8584809721745246,1.647393042146529,1.026813677154181,0.8228192538988872,1.5181791255312693,1.4965069523671726,0.26422514171449124,0
1.2305527353010128,0.5258015074144471,0.9777442766919074,1.5212488278486627,1.7114241965799617,1.1839834906536777,0.7901645071092143,0
0.665518002555199,1.1693276387918137,0.9052921286106818,1.1842203821735144,1.3892462898720066,1.552881649447647,0.7731647068128225,0
1.4987493144488633,0.5569839007877553,0.6820160372708196,1.0927132180181027,1.4062173530024364,1.5327512772065992,0.9147948355181096,0
0.8122351270763237,0.9716381891029651,1.0251463773803828,1.2435636432333035,1.0349057796648435,1.3739123898053662,0.8944241166560005,0
1.1853635195201222,1.1046773513865036,1.1563808802734084,1.9461353481248165,1.673414135047261,1.0655917466037303,0.757869782090418,0
0.9675093947646013,1.1602689872805538,1.6943522908451927,1.2058495194084222,1.6377891622740532,1.2843062796256948,0.9055600883861603,0
0.7627176507743703,1.103996546207152,0.6080962387398158,1.072583944137979,1.0728874887708553,0.616245677306873,0.9420732360569751,0
1.241174713783343,1.2268608329028161,0.6785968387548458,1.7502561730501278,0.6766947418046494,1.6717878035093954,1.0174317355246871,0
0.7363943525803572,1.3318284617474652,1.0586658424077622,1.117581605000313,0.8686042515820794,1.484977303490607,0.8839743218505663,0
1.2199173257277531,0.3744528929795586,1.7227543154381335,0.8358819689519617,0.6164103892922843,1.4394053779298661,0.5846235901219142,0
1.4355741119334247,0.9641476856345903,1.327440304479049,1.573464012416388,0.8749544585705158,1.2686150812147547,0.6710919351127506,0
1.066432986592016,1.253804176601138,1.3486315306931325,0.9173469200531273,1.6301178779410121,1.1900839507639638,0.5814852543022705,0
1.200566138973516,1.0344191300464975,1.1976111292904688,1.268309437880374,0.9001871213535155,1.1431023079914437,0.6218657908071535,0
1.8114271637499104,1.433763359065296,1.2847613061860796,1.0262324323906975,0.841066421104744,1.1575135964596133,0.9437247722156586,0
1.3283636512726826,0.7210462236402158,0.620145450460307,0.9696468724303478,1.0687873361033524,0.7551365602090523,0.6710699484584628,0
1.247537718779693,0.7957307371630641,0.7974982755821677,0.8600142328936786,0.929902373436893,0.9792434364709661,1.0105239344747197,0
0.8090939504339183,1.7234986255765952,1.7062036999728756,0.15413955261735618,1.3708291181705596,1.0742871303788641,0.6975141200857534,0
